,chi2,chi2dof,Mbol,Mbol_err,logg,logg_err,G3,distance,dist_mod,G3_BP,G3_RP,Teff,Av_G3,Av_G3_BP,Av_G3_RP,mass,age
0,0.004088786882074157,1,12.005410307325194,8.170642996759247,8.203227959757895,12.56722602236065,12.39045256474897,98.99157333737008,4.977991134157412,12.425177446012436,12.312587634166242,10253.301779573801,0.0,0.0,0.0,0.7303609110758684,777828004.5932161
