,chi2,chi2dof,Mbol,Mbol_err,logg,logg_err,G3,distance,dist_mod,G3_BP,G3_RP,Teff,Av_G3,Av_G3_BP,Av_G3_RP,mass,age
0,0.41096122393323514,1,13.739239109628905,0.2023412217791305,7.97142412680937,0.8977379982436655,13.71475030354223,213.74908682115128,6.649521340056439,13.95319351865787,13.313887296343195,6400.492193966436,0.0,0.0,0.0,0.572297802621054,1878064921.9514453
1,0.04689125825403315,1,10.684272892902724,6.4665565285887965,8.20183539236221,2.330684146092698,11.757987088164237,195.00239629669701,6.450199741223825,11.724333424921758,11.82814400030681,13886.710972690067,0.0,0.0,0.0,0.7346279686467898,350425226.47715235
2,0.017482850149134792,1,10.639326351082236,10.61205147279831,8.469674612188822,4.235847058409525,11.99644522975433,177.72765668283154,6.24877507403353,11.94480628416239,12.102017336923183,15516.219533603518,0.0,0.0,0.0,0.9083666287682224,400578650.70825654
3,0.012592695471292615,1,10.668249230183122,11.922525133855736,8.437031037620237,4.763790143581511,11.975593183669625,187.259792734944,6.36222269179193,11.927224774256617,12.075119682899512,15217.477834001716,0.0,0.0,0.0,0.8871446516489916,399495361.873961
4,0.002341472634072985,1,9.064760951206793,34.94375679299737,8.490189405881264,15.15416795094843,11.37110151815351,180.9167597863321,6.287394004712827,11.26247288542426,11.58188005448814,22420.171970199764,0.0,0.0,0.0,0.9286737100051622,140654225.1620219
5,0.009233331928533334,1,10.184691928823693,13.744723109987623,7.890558607030077,6.508721099563139,11.285368838496847,189.46295809422108,6.387621568413051,11.2465543729334,11.36818240411571,14011.745606532671,0.0,0.0,0.0,0.5497013406627576,216360801.83950174
6,0.01876042212819938,1,11.151240726690153,10.238824917215128,8.335930367719248,3.402613304524791,12.053157195586634,185.05430552760077,6.336495969855629,12.030637041395082,12.097443672216091,13106.215734080379,0.0,0.0,0.0,0.8195882830158561,504079976.02745616
7,0.009694058129467262,1,10.120728850954562,15.695892430570753,8.250425336957672,6.279864007351282,11.57210805176417,181.81170469356042,6.2981091942151135,11.513387115452087,11.693818431021947,16045.134925314458,0.0,0.0,0.0,0.7690698310023886,249493368.219263
8,0.002817236634609778,1,11.138153636116664,26.13810436048325,8.353307664026012,8.953841382003967,12.066219313931608,177.7563481044729,6.249125596868765,12.042110818491054,12.113730323405976,13231.88377385384,0.0,0.0,0.0,0.8311799573703001,505441798.4229589
9,2.506227032458262,1,10.28794372645782,0.0,8.99999986405238,0.0,12.451435264710147,201.7647938779138,6.524226940365674,12.353515736414774,12.644018289747716,21280.678637195888,0.0,0.0,0.0,1.2026972175010349,444534039.00065744
10,0.011073811206852469,1,10.223673220176943,12.661608434927437,8.118572474438633,6.096417414399855,11.494094355135191,194.89197830483545,6.4489698202766625,11.445732698366548,11.595749876946712,14955.97921061084,0.0,0.0,0.0,0.6822731156424807,246236045.37138247
11,0.004361685753838736,1,10.6182514068982,19.240873423561126,8.294371561572733,8.092400341719356,11.819406288637332,195.63484240970783,6.457231024208467,11.777511843919982,11.90551666145157,14585.91179669626,0.0,0.0,0.0,0.794449618511777,354320723.1224881
12,0.022924580591822563,1,10.517606680860503,8.749214065005674,8.206426757303278,3.5756112055443126,11.69895039736682,180.41922329802216,6.281414044285645,11.658011501854974,11.784239644531697,14462.10365844894,0.0,0.0,0.0,0.7390177720771007,316576889.75621635
13,0.0015044621549534086,1,10.372230312701351,35.49813197665882,8.198446012465164,15.122106543527734,11.631106960064752,188.33848481779367,6.374695361003591,11.584844107838235,11.72850840903173,14889.713830271952,0.0,0.0,0.0,0.7334764044722994,285639134.9398869
14,0.0016410150688405847,1,8.563875363778712,40.82796860136559,7.83269132676757,20.156574144656744,10.557959869650178,208.86961215457055,6.599376301539712,10.463392970151181,10.743255793839774,19811.979868403945,0.0,0.0,0.0,0.5341841003649569,50111219.43504511
