,prog_mass,final_mass
0,0.00010730949306330846,0.7668604530039687
1,0.00023930755929244408,0.7668604530039687
2,1.5219857085351618e-05,0.7668604530039687
3,0.00010663452803749063,0.7668604530039687
4,0.00019897164105433902,0.7668604530039687
5,0.0001985268006301482,0.7668604530039687
6,0.00016706892389748847,0.7668604530039687
7,1.4192368211558642e-06,0.7668604530039687
8,8.610082457350855e-05,0.7668604530039687
9,3.41531062245312e-05,0.7668604530039687
10,3.8673447453760724e-05,0.7668604530039687
11,0.00022003856583487948,0.7668604530039687
12,0.00022933513025878214,0.7668604530039687
13,3.0705356357470833e-06,0.7668604530039687
14,0.00015697021299390564,0.7668604530039687
15,0.00016602907184628,0.7668604530039687
