,prog_mass,final_mass
0,0.0006242310717671168,0.6105524533956727
1,0.0006504601890090141,0.6105524533956727
2,0.00019948381997384178,0.6105524533956727
3,0.0012498265467903516,0.6105524533956727
4,7.465461974204765e-05,0.6105524533956727
5,0.001273852523459916,0.6105524533956727
6,0.0005449502302392226,0.6105524533956727
7,0.0011906161254817244,0.6105524533956727
8,0.0008110446624453341,0.6105524533956727
9,2.927666120629292e-06,0.6105524533956727
10,0.00023509156715154233,0.6105524533956727
11,1.1105300366272222e-05,0.6105524533956727
12,7.499304045132246e-05,0.6105524533956727
13,0.0005200564471187781,0.6105524533956727
14,0.0002132403704119926,0.6105524533956727
15,0.0005257863394549939,0.6105524533956727
16,0.0029031412661774413,0.6105524533956727
17,0.0012753020138555756,0.6105524533956727
18,3.980380763031231e-05,0.6105524533956727
19,0.0010063799868174357,0.6105524533956727
20,0.0016888562860551144,0.6105524533956727
21,0.00016067911611585228,0.6105524533956727
