recno,Seq,Name,ID,GaiaDR3,inrj,inrt,Prob,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,GLON,GLAT,pmRA,e_pmRA,pmDE,e_pmDE,Plx,e_Plx,pscol,e_pscol,PlxpmRACor,PlxpmDECor,pmRApmDECor,PlxpscolCor,pmRApscolCor,pmDEpscolCor,Solved,ELAT,nueff,RUWE,FidelityV1,FG,e_FG,FBP,e_FBP,FRP,e_FRP,Gmag,BPmag,RPmag,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,GRVSmag,e_GRVSmag,o_GRVSmag,Vbroad,e_Vbroad,o_Vbroad,VarFlag,NSS,RVS,Mass2.5,Mass16,Mass50,Mass84,Mass97.5,_RA.icrs,_DE.icrs
451562,451561,NGC_2516,4585,5274827044784825600,0,0,0.27553315033638415,121.2783127,0.0678055,-65.3295196,0.06025458,278.4296795,-17.2769,-5.73318367,0.08026309,12.01146326,0.07947451,2.56585741,0.06413888,,,0.044802,-0.032337,-0.14639,,,,31,-77.3268079,1.2806103,0.9614136,1.0,1913.50096479,1.8215032,395.96700049,7.0890923,2310.14353051,7.574092,17.482796,18.844395,16.338799,2.505596,1.361599,1.143997,,,,,,,,,,,,VARIABLE,0,0,0.4961392,0.50068396,0.51330823,0.52176348,0.54280833,121.2783738,-65.329573
451563,451562,NGC_2516,4585,5275605262798101888,0,0,0.27477881988131625,120.7607015,0.01219395,-64.8713539,0.01426203,277.8987902,-17.2570646,-5.75271971,0.01724677,11.35623897,0.01899509,2.40511988,0.01352757,,,0.26135,0.16862,0.092703,,,,31,-77.3695174,1.4842277,1.0685394,1.0,48050.56739553,36.762627,22154.13816605,60.039436,37037.2065622,75.30232,13.983121,14.474905,13.3263,1.148605,0.491784,0.656821,19.835049,3.195033,2.0,32.0,10.0,13.011061,0.15440948,22.0,,,,VARIABLE,0,0,0.88144586,0.88144586,0.90346961,0.91410741,0.95302919,120.7607617,-64.8714043
451564,451563,NGC_2516,4585,5275643745704910976,0,0,0.2934798552184066,120.0192792,0.06122737,-64.8325892,0.05283755,277.7116719,-17.5195274,-5.17782443,0.08188892,12.2000774,0.06320352,2.51406627,0.0593052,,,0.26845,0.035514,-0.010206,,,,31,-77.6484413,1.2734302,1.0751885,1.0,2626.01968026,1.9120952,506.22740066,7.249434,3251.74915711,7.8416796,17.139122,18.577679,15.967603,2.610076,1.438557,1.171519,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.52552716,0.53272147,0.54775485,0.55886387,0.58099312,120.0193333,-64.8326434
451565,451564,NGC_2516,4585,5275646941160439168,0,0,0.2661626385227362,119.7978277,0.01122933,-64.7421495,0.01066834,277.5823813,-17.5628923,-4.93693728,0.01550131,10.96657514,0.01385266,2.37231716,0.01112104,,,0.09718,0.035809,0.028302,,,,31,-77.7026775,1.6339469,0.90152943,1.0,793926.65203494,133.08304,491676.52645855,166.97656,442192.83775702,97.79351,10.937916,11.109344,10.633866,0.475477,0.171428,0.30405,25.114487,1.552671,1.0,29.0,9.0,10.499882,0.01008012,18.0,93.95514,13.433281,11.0,NOT_AVAILABLE,0,1,1.53037775,1.5459457,1.59975619,1.62372911,1.69346671,119.7978791,-64.7421982
451566,451565,NGC_2516,4585,5275650274054997248,0,0,0.32374171231873144,119.9806151,0.01129383,-64.5859138,0.00944399,277.4732604,-17.4225488,-4.76759304,0.01453258,12.16261695,0.01143354,2.5310757,0.01032924,,,0.20658,-0.077853,-0.04529,,,,31,-77.5712147,1.516006,0.9875435,1.0,86205.69914548,41.612972,42690.25737681,72.52588,62031.40139872,79.795395,13.348527,13.76272,12.766367,0.996353,0.414193,0.58216,22.7461,2.286404,2.0,28.0,17.0,12.621676,0.05828845,12.0,,,,NOT_AVAILABLE,0,0,0.98443642,0.98443642,1.01107196,1.02238887,1.06417238,119.9806645,-64.5859678
451567,451566,NGC_2516,4585,5275656287009373312,0,0,0.27436103783286725,120.2799279,0.06330264,-64.7399673,0.05865746,277.6780848,-17.3785276,-5.56202357,0.09425591,12.42323443,0.07555219,2.61661326,0.06320477,,,0.29354,0.061907,0.032354,,,,31,-77.5110006,1.2610688,0.9754983,1.0,2000.34400984,1.6397655,359.17681644,6.237899,2544.28205213,6.832001,17.434605,18.950272,16.233982,2.71629,1.515667,1.200623,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.50107534,0.50414386,0.51853797,0.52564149,0.55001304,120.2799858,-64.7400225
451568,451567,NGC_2516,4585,5275658245514419968,0,0,0.26779932145335844,120.562346,0.04438974,-64.6573466,0.04350866,277.6591279,-17.233383,-5.15879599,0.06318668,11.28288051,0.05689017,2.33504135,0.04594263,,,0.24043,-0.046732,-0.013127,,,,31,-77.3680568,1.2872552,1.0370618,1.0,3792.34854471,2.8042765,791.92040654,7.3851542,4540.30297681,11.067197,16.740097,18.091839,15.605184,2.486655,1.351742,1.134913,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.56180462,0.56608571,0.58481039,0.59670151,0.61914977,120.5623995,-64.6573967
451569,451568,NGC_2516,4585,5275664636425762432,0,0,0.2805903422248814,120.7477036,0.03025368,-64.5995865,0.0324592,277.6438887,-17.136263,-5.60742178,0.04226851,11.21832863,0.04337702,2.38211293,0.03079899,,,0.18887,0.14115,0.031466,,,,31,-77.2725819,1.395165,1.2149062,1.0,11490.07016365,5.957203,4130.69952224,10.289492,11123.33335758,19.240955,15.53656,16.298483,14.632308,1.666175,0.761923,0.904252,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.66777305,0.69091132,0.7012729,0.7157843,0.73107939,120.7477617,-64.5996363
451570,451569,NGC_2516,4585,5275823412776241152,0,0,0.2870702217324409,117.92943,0.03287642,-64.3553068,0.03040617,276.8472717,-18.114795,-4.07621302,0.04928308,12.10988554,0.04167187,2.62087121,0.03273006,,,0.22138,0.043736,-0.018826,,,,31,-78.2957337,1.3602597,0.8953019,1.0,7267.91180823,6.179644,2232.96993164,11.323815,7417.86741501,22.323183,16.033842,16.966335,15.072198,1.894137,0.932493,0.961644,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.62021669,0.64274316,0.65341449,0.67233802,0.68137036,117.9294719,-64.3553606
451571,451570,NGC_2516,4585,5275824989025605888,0,0,0.3005670019433391,118.3172382,0.04487191,-64.2763465,0.04354911,276.8482814,-17.9290948,-4.36891908,0.07147463,11.68946725,0.05555258,2.51714577,0.04374846,,,0.20363,0.020666,-0.01813,,,,31,-78.1101101,1.3361399,0.9751145,1.0,4347.45373679,3.1278975,1222.01721024,10.523008,4620.82747706,11.974984,16.59178,17.62085,15.586096,2.034754,1.02907,1.005684,,,,,,,,,,,,VARIABLE,0,0,0.57514191,0.58746932,0.59950485,0.61773691,0.63329174,118.317283,-64.2763984
