recno,Seq,Name,ID,GaiaDR3,inrj,inrt,Prob,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,GLON,GLAT,pmRA,e_pmRA,pmDE,e_pmDE,Plx,e_Plx,pscol,e_pscol,PlxpmRACor,PlxpmDECor,pmRApmDECor,PlxpscolCor,pmRApscolCor,pmDEpscolCor,Solved,ELAT,nueff,RUWE,FidelityV1,FG,e_FG,FBP,e_FBP,FRP,e_FRP,Gmag,BPmag,RPmag,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,GRVSmag,e_GRVSmag,o_GRVSmag,Vbroad,e_Vbroad,o_Vbroad,VarFlag,NSS,RVS,Mass2.5,Mass16,Mass50,Mass84,Mass97.5,_RA.icrs,_DE.icrs
501267,501266,NGC_3532,4624,5337322809013106944,1,0,0.27965719271350153,166.8468371,0.03736028,-60.624547,0.03560647,290.5085086,-0.2872999,-10.52679424,0.05015697,5.29600559,0.04405011,2.19130793,0.04386485,,,0.16248,0.1542,-0.033881,,,,31,-57.5560709,1.3035327,1.0282644,1.0,4048.73153886,3.1173513,943.51380521,7.859256,4678.85657061,7.143634,16.66907,17.901672,15.572546,2.329126,1.232603,1.096523,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.6020946,0.61461366,0.62185307,0.6318251,0.64724055,166.8469325,-60.6245706
501268,501267,NGC_3532,4624,5337459148441769472,1,0,0.2828869117584094,168.790081,0.31719545,-60.7153065,0.2595402,291.4244247,-0.01280491,-10.90186705,0.4256604,5.18290813,0.3300871,2.12030047,0.35848948,1.1006802,0.08599343,0.23784,0.027793,-0.0043881,0.017736,-0.13023,-0.028231,95,-56.9351447,,1.090362,0.61083984,222.92869696,0.81997913,54.98651496,7.425855,395.33307412,11.445708,19.816952,20.987902,18.255487,2.732414,1.17095,1.561464,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.26008529,0.29597004,0.30359547,0.32102308,0.32410221,168.79018,-60.7153296
501269,501268,NGC_3532,4624,5337467635309911936,1,0,0.28610805953936463,168.97419,0.01214111,-60.5480942,0.01185339,291.448128,0.1757436,-11.10311255,0.01659347,5.0445233,0.01473405,2.17903418,0.01499492,,,0.27021,0.09475,0.24063,,,,31,-56.7535772,1.4897664,0.9610278,1.0,37964.36783813,12.701741,17742.99042754,24.850092,28795.20819913,29.406006,14.238927,14.715975,13.599595,1.11638,0.477048,0.639332,1.935102,5.961329,2.0,9.0,1.0,13.204684,0.09038913,8.0,,,,VARIABLE,0,0,0.8885165,0.89013281,0.90657329,0.91824923,0.95095458,168.9742904,-60.5481166
501270,501269,NGC_3532,4624,5337520308802580736,1,0,0.2890915721397508,170.6224901,0.01495941,-60.3695702,0.01487615,292.1475989,0.62637269,-10.79846446,0.01899712,4.25208977,0.01850006,2.10173041,0.01840212,,,-0.051746,-0.044383,0.19805,,,,31,-56.0524499,1.458356,1.006433,1.0,21775.46738586,7.5665717,9390.34202139,17.860962,17683.40699581,14.4446945,14.842448,15.406838,14.128981,1.277858,0.56439,0.713468,5.459444,4.830246,2.0,15.0,8.0,13.611667,0.16032377,8.0,,,,VARIABLE,0,0,0.80192812,0.80295505,0.81850732,0.82889138,0.85540819,170.6225871,-60.3695891
501271,501270,NGC_3532,4624,5337535182216396416,1,0,0.31240640575918205,170.2498763,0.0224414,-60.1544303,0.02142313,291.9006885,0.76598239,-10.80034376,0.02653754,4.92565087,0.02564764,2.12875991,0.02672186,,,0.13773,0.019137,0.25163,,,,31,-56.0290589,1.4434109,1.1306053,1.0,18287.50636871,8.2539425,7601.52143688,15.653826,15609.60166394,30.31997,15.03198,15.636291,14.264416,1.371875,0.60431,0.767565,-3.949103,4.494501,2.0,10.0,5.0,13.665794,0.148578,7.0,,,,VARIABLE,0,0,0.77791345,0.77913433,0.79283355,0.80247121,0.82860332,170.2499728,-60.1544521
501272,501271,NGC_3532,4624,5337554354956315264,1,0,0.2967190035760743,169.3852378,0.18242548,-60.4167637,0.18676151,291.5903258,0.37078643,-10.7838657,0.23745532,5.04255175,0.22146651,2.17824085,0.20950039,1.3437456,0.05137909,-0.010927,0.18713,-0.072697,-0.031688,-0.19037,0.0072034,95,-56.5172764,,2.287517,0.54833984,1281.5373324,4.9498177,605.14507697,6.599312,1310.12679353,8.03201,17.91804,18.383894,16.954613,1.429281,0.465855,0.963427,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.48522423,0.49045402,0.50289226,0.5095472,0.51965961,169.3853349,-60.4167861
501273,501272,NGC_3532,4624,5337556077293950080,1,0,0.32062755953315125,169.5186119,0.08888091,-60.3030615,0.09907042,291.6118238,0.5004659,-10.38584821,0.11258307,4.75271233,0.12739395,2.08300347,0.11563776,,,-0.0086315,0.17437,-0.017294,,,,31,-56.3902622,1.3684158,3.2543821,1.0,6675.39257623,8.362299,2207.5349611,8.276765,6961.13914155,16.442934,16.126175,16.978773,15.141194,1.837579,0.852598,0.984981,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.66282373,0.66800848,0.67499758,0.68623999,0.70016887,169.518705,-60.3030827
501274,501273,NGC_3532,4624,5337572123293176832,1,0,0.3581882264029486,168.924034,0.0105553,-60.2191501,0.0103514,291.3063496,0.47359948,-10.75497583,0.0149298,4.636035,0.01350426,2.09585635,0.01280867,,,-0.15922,0.087645,0.17536,,,,31,-56.5395619,1.563746,0.983147,1.0,147374.32382969,40.380116,80601.7605534,62.9979,96342.59674967,63.977722,12.766313,13.07268,12.28835,0.78433,0.306368,0.477962,4.709514,3.132164,2.0,10.0,6.0,12.076263,0.01094327,4.0,,,,NOT_AVAILABLE,0,0,1.1440009,1.15252565,1.17567918,1.19483085,1.23712456,168.9241303,-60.2191707
501275,501274,NGC_3532,4624,5337584767656661248,1,0,0.3581882264029486,169.7563986,0.07377002,-60.1668884,0.06444485,291.674579,0.66940536,-10.82700278,0.09020428,4.82881143,0.08013067,2.07350499,0.09056842,,,0.25733,0.24772,0.13047,,,,31,-56.2104677,1.3119409,1.0398595,1.0,1693.33573041,1.7539877,431.57075849,4.843471,2029.15570914,11.03812,17.615509,18.750912,16.479607,2.271305,1.135403,1.135902,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.51265285,0.52143041,0.53025992,0.53861107,0.54953266,169.7564953,-60.1669098
501276,501275,NGC_3532,4624,5337600710579338496,1,0,0.3970584938499737,169.0220439,0.19185632,-59.9397821,0.16463041,291.2512641,0.75181222,-10.58294054,0.26691723,4.98025647,0.20721388,2.10692952,0.20957114,1.3185098,0.05014879,0.044109,0.10862,0.020815,-0.09212,-0.07379,0.029764,95,-56.3071886,,1.0680741,1.0,398.46056775,0.9453412,64.27645953,5.075545,519.29937646,4.2243605,19.186403,20.818413,17.95935,2.859062,1.63201,1.227053,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.33794121,0.36245595,0.36976091,0.38308592,0.39574721,169.0221378,-59.9398043
