recno,Name,ID,AllNames,Type,CST,N,CSTt,Nt,RA_ICRS,DE_ICRS,GLON,GLAT,r50,rc,rt,rtot,r50pc,rcpc,rtpc,rtotpc,pmRA,s_pmRA,e_pmRA,pmDE,s_pmDE,e_pmDE,Plx,s_Plx,e_Plx,dist16,dist50,dist84,Ndist,globalPlx,X,Y,Z,RV,s_RV,e_RV,n_RV,CMDCl2.5,CMDCl16,CMDCl50,CMDCl84,CMDCl97.5,CMDClHuman,logAge16,logAge50,logAge84,AV16,AV50,AV84,diffAV16,diffAV50,diffAV84,MOD16,MOD50,MOD84,r50J,rJ,r50Jpc,rJpc,probJ,NJ,MassJ,e_MassJ,MassTot,e_MassTot,minClSize,isMerged,isGMMMemb,NXmatches,XmatchType,Note,_RA.icrs,_DE.icrs
4424,Melotte_111,4430,"Collinder_256,Coma_Berenices,MWSC_2020,Melotte_111,OCL_558",o,21.81184153,271,17.41989317,117,186.01719879,26.42267478,217.97016467,83.85,2.51115759,2.47425229,9.29398831,35.75787213,3.73880709,3.68379072,13.95133179,61.39029405,-12.15455037,0.59130741,0.05466639,-8.85532637,0.73761264,0.06819231,11.70934406,0.30664965,0.02834977,85.2322211,85.25179266,85.2713732,98,0,-8128.95456486,-5.61790695,105.57953843,-0.17291276,4.66128822,0.54556252,73,0.8833,0.9769,0.98812264,0.99982703,0.99995017,,8.62120914,8.81572104,9.0362463,2.589e-05,0.07068221,0.11237094,0.01336,0.43584915,0.65677029,4.55333042,4.70770431,4.83950615,1.9216314,3.38694158,2.86031494,5.04539148,0.9915,94,48.88122602,11.65006108,115.80057244,24.27365497,10,0,0,2,1:m,,186.01725911,26.42271414
