recno,Name,ID,AllNames,Type,CST,N,CSTt,Nt,RA_ICRS,DE_ICRS,GLON,GLAT,r50,rc,rt,rtot,r50pc,rcpc,rtpc,rtotpc,pmRA,s_pmRA,e_pmRA,pmDE,s_pmDE,e_pmDE,Plx,s_Plx,e_Plx,dist16,dist50,dist84,Ndist,globalPlx,X,Y,Z,RV,s_RV,e_RV,n_RV,CMDCl2.5,CMDCl16,CMDCl50,CMDCl84,CMDCl97.5,CMDClHuman,logAge16,logAge50,logAge84,AV16,AV50,AV84,diffAV16,diffAV50,diffAV84,MOD16,MOD50,MOD84,r50J,rJ,r50Jpc,rJpc,probJ,NJ,MassJ,e_MassJ,MassTot,e_MassTot,minClSize,isMerged,isGMMMemb,NXmatches,XmatchType,Note,_RA.icrs,_DE.icrs
4579,NGC_2516,4585,"Collinder_172,ESO_124-6,FSR_1487,MWSC_1393,Melotte_82,NGC_2516,OCL_776,Theia_613",o,99.0,3784,37.05565367,1651,119.52149869,-60.79290454,273.85335788,-15.87,0.44566469,0.36856858,1.89611026,6.94962916,3.16652685,2.61872857,13.47684879,49.62093784,-4.63356801,0.41779799,0.01028236,11.22568623,0.35752812,0.00879907,2.42715498,0.06049088,0.00148873,406.99896644,407.08848409,407.17804112,1362,0,-8095.94418711,-390.68281758,-90.60220718,23.06582562,7.20399094,0.31806397,513,0.869,0.9778,0.9893603,0.99997163,0.99999046,,7.86316395,8.09796667,8.40180588,0.02775,0.20463148,0.29757461,0.3805,0.86654675,1.22754979,7.82265091,7.97395015,8.13190746,0.66255461,2.95319945,4.70768313,21.0011848,1.0,3693,3546.6712859,189.17613124,3638.56141248,195.15190397,20,0,0,2,m:m,,119.52154089,-60.79295443
