recno,Name,ID,AllNames,Type,CST,N,CSTt,Nt,RA_ICRS,DE_ICRS,GLON,GLAT,r50,rc,rt,rtot,r50pc,rcpc,rtpc,rtotpc,pmRA,s_pmRA,e_pmRA,pmDE,s_pmDE,e_pmDE,Plx,s_Plx,e_Plx,dist16,dist50,dist84,Ndist,globalPlx,X,Y,Z,RV,s_RV,e_RV,n_RV,CMDCl2.5,CMDCl16,CMDCl50,CMDCl84,CMDCl97.5,CMDClHuman,logAge16,logAge50,logAge84,AV16,AV50,AV84,diffAV16,diffAV50,diffAV84,MOD16,MOD50,MOD84,r50J,rJ,r50Jpc,rJpc,probJ,NJ,MassJ,e_MassJ,MassTot,e_MassTot,minClSize,isMerged,isGMMMemb,NXmatches,XmatchType,Note,_RA.icrs,_DE.icrs
92,Alessi_62,94,"Alessi_62,MWSC_3025,Theia_1131",o,25.1019339,285,24.57083559,226,283.96256779,21.60735561,52.79917883,8.742,0.3395275,0.30574538,1.34664977,3.51721909,3.59315488,3.23563804,14.25379626,37.26845014,0.29110829,0.15486265,0.01030131,-1.13262531,0.17085117,0.01136485,1.62215478,0.07694738,0.00511846,605.79281467,606.34323447,606.89465539,211,0,-7759.3955454,477.35418795,112.02730485,13.66099612,5.06219345,0.53659143,89,0.9615,0.992,0.9954946,0.99995279,0.99998349,,8.42303658,8.62882757,8.88190269,0.6863,0.86532989,1.11391461,0.6151,1.0344348,1.43260849,8.71229267,8.85186195,9.00122166,0.31977398,0.93546467,3.38410274,9.90060847,1.0,229,403.35922002,59.4798468,493.38136739,68.01119714,80,0,0,2,1:m,,283.9625664,21.60736064
